-5.283017596559003159e-01,9.703811168089906403e-01
-1.520391533561569197e-01,6.940492048010122872e-01
5.829490382737172460e-01,5.187424493593109087e-01
-8.984520221510412519e-01,2.591885579927870609e-01
-8.300613145336190879e-01,3.633643717598180611e-01
-4.906340850341177617e-01,3.754853695951338999e-01
3.863713838921372101e-01,7.663988392943026362e-01
-1.799727577058962691e-01,-5.845335170916552414e-01
-7.965238290118823450e-01,3.676584693898454770e-01
1.483733246210181544e-01,1.902331142278856912e-01
5.557213347247671464e-01,3.925299303447820076e-01
-4.784209867855824250e-01,-5.187242831167537815e-02
-6.988001705510136219e-01,9.059440901714892469e-01
5.048995364887718384e-01,1.969305080932353125e-01
-1.919366231368551112e-01,7.693139442272121098e-01
8.989276711379787788e-01,9.037671513205218776e-01
-9.065469983445644253e-01,-5.037264667592638023e-01
4.373036660984990220e-01,7.008789534466666193e-01
5.154603444343597296e-01,9.219486256184823425e-01
4.059735815297924599e-01,9.460617079852706723e-01
-1.547187858089453805e-01,-4.236492201673214275e-02
-5.187249065435373119e-02,6.980254626348769698e-02
-4.713565444400458215e-01,8.757884305066099273e-01
-3.276782805113938046e-01,7.715980966281121844e-02
-4.353106543987312893e-01,8.898969779419301229e-01
6.129728520466142250e-01,-3.381884165925996832e-01
-2.961811584238227546e-02,-3.522548530760467589e-01
-7.295175581271791110e-01,7.544629213300579895e-01
-6.844675920336682484e-01,-7.079233843324290731e-01
2.418488409284891283e-01,2.862177837214618936e-01
8.384474479641859102e-01,-4.272088709504691106e-01
-2.037200729320967074e-01,-8.414692460472039670e-02
-7.138494137105892978e-01,8.026653779338137618e-01
2.389806865794064095e-02,-4.313627573464773324e-01
8.516623013018107535e-01,2.883909294777029508e-01
3.734660117308366001e-01,-1.804788840180480136e-01
9.194253277297714799e-01,3.335736328381813109e-01
8.033657964724842948e-01,-6.848913299607539695e-01
-3.236928137488215285e-01,2.198264314219005033e-01
1.203871822255384583e-01,-3.470765864556446534e-01
-6.282062682649325325e-02,-3.456432912606131058e-01
1.610797839270285969e-01,-3.301417785043683217e-01
-9.655095876980370750e-01,-2.838276607616608089e+02
-6.342826852408176563e-01,7.080773734345924275e-02
5.418858089773601616e-01,2.074295843977802534e-01
-9.635372835626931920e-01,2.143679978411845433e-01
-3.317065908566605437e-01,-7.266268293173436810e-01
8.107835057806731527e-01,-3.548783949371154822e-01
-4.002340522112511962e+02,-3.823817783055235395e+02
-2.942913712446578529e+02,-2.217221613612297233e+02
3.959178246601484652e-01,3.779306328060254572e-01
-7.924306890829602157e-01,-8.633276512860315055e-01
-2.092131415117215454e-03,3.336671010128091641e-01
-9.572683708179794415e-01,2.947787275440107990e-01
-1.726448605014875852e+02,-1.991662133563200996e+02
-3.051462891215658715e+02,-3.948119958884823291e+02
-1.996443173010056285e+02,-1.493189917628030514e+02
-1.501755982117625479e+02,-1.992108517158178245e+02
-1.877323420143759414e-01,-3.493203806806133294e-02
-4.767161421820698131e-01,-6.579524703558734533e-01
-1.989766848621144959e+02,-1.990373112827186901e+02
-2.977273515434042679e+02,-2.985979917355617772e+02
-9.599258999329252084e-01,-6.953705917567112316e-01
-7.342451300803256231e+01,-1.500779608710439277e+02
-1.899378105006763917e+02,-2.843032330465431983e+02
-3.351783434946483453e+02,-4.448257911888156855e+02
-8.997122008516307279e-01,2.127548441310724847e-01
-1.983284469403548940e+02,5.252451857221585030e-02
5.276983145175764278e-01,-1.658466534083560262e-01
-1.490920858030821989e+02,4.627635000975960367e-03
-4.080270997259491423e+02,-4.450774649706133914e+02
-4.267030520054839258e+02,-3.968543613573473294e+02
-6.788005639027419047e-01,-7.137078915547463431e-01
-5.601714948814406902e-02,-3.905787201809942655e-01
3.381108182563252740e-02,5.820303207073385110e-03
1.889452832419655781e-01,-8.637364353615395451e-02
3.534454870322347730e-01,4.551985076331173108e-01
-8.177098448397512875e-01,-5.871428617603755562e-01
2.745716143105543239e-01,-7.622260417718970871e+01
9.281310008005889678e-01,-1.331176036565357990e-01
-4.817516054336645759e-01,-5.099033452078163275e-01
8.043120026753833862e-01,2.428088070998750680e-01
-1.892002991817405277e-01,9.275952416219679364e-01
-6.775009653284567168e-01,-2.078313364671975361e-01
-1.514938782311206182e+02,-2.101471925286845135e+02
-1.479041020451728343e+02,-1.642687023364954655e+02
4.425507181789491540e+01,6.274512643450667060e-01
-9.665485587652891120e-01,-2.515378921479041185e-01
5.172979027229296367e-01,6.301322416429058215e-01
-5.229277433671115638e-01,-6.336515407229990071e-01
-5.297433904552197959e+01,-7.358246522998533123e+01
-3.900742942968042115e+01,-1.282281418987094526e+02
4.606529988393020147e+01,-7.598116692266545513e-01
6.913246986669363991e+01,-7.112713364855511866e-01
8.404838344977052511e-01,4.192094163537438689e-01
3.466764008767020400e-01,4.412967980550472902e-01
2.687376128656215002e+00,-4.772815396092534002e+01
-1.494421220752208228e+02,-1.521190786962997095e+02
7.966550183819220976e-01,-9.525285672898646805e-01
6.228523801478053201e+01,-4.765429273990509529e+01
-8.841169831753094854e+01,-1.951765301900597933e+02
-9.869353872345311629e+01,-1.270035902419730292e+02
-4.165021553055365811e-01,6.938797525987556725e-01
-8.501394612538575313e-01,-9.674604178826091694e-01
-4.529174643065720929e-01,-7.643514775031943209e-01
4.642301591344659695e-01,-8.804989855837308532e-01
-5.874106967633223064e+01,-2.143187503720311042e+02
-1.812340155013088747e+02,-2.354208570910004994e+02
1.373898871483985040e-01,-4.738227445135494431e-01
1.064745565838707275e-01,3.688076107113293922e-01
4.385175920862904864e-01,-1.777645562847469662e-01
-3.628848280804848336e-01,-8.924935684183081808e-01
-7.509954508036220666e-01,6.770772303629346567e-02
5.022060276016233615e-01,-7.304238431027343381e-01
-2.077591235958160532e-01,5.093396710825692786e-01
-8.945168276633483906e-01,9.770615892292739968e-01
3.162231438570466402e-01,-5.945049809817237740e-01
